file_name,artifact_type,module_or_lab,task_code,task_title,relative_path,evidence_for,status,comment
VKC_LR_03_monitoring_bastion_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Проверка работы веб-сервера через балансировщик,02_evidence/VKC_LR_03_monitoring_bastion_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_prometeus_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Статус targets в Prometheus,02_evidence/VKC_LR_03_monitoring_prometeus_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_networktopology_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Топология сети,02_evidence/VKC_LR_03_monitoring_networktopology_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_prometeusInGraphana_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Настройка Data Source в Grafana,02_evidence/VKC_LR_03_monitoring_prometeusInGraphana_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_templatedashboard_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Импортированный дашборд (ID 1860),02_evidence/VKC_LR_03_monitoring_templatedashboard_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_alerts_РемизовКЛ_20260618.png,EVIDENCE,LR_03,main,Правила алертов в Prometheus,02_evidence/VKC_LR_03_monitoring_alerts_РемизовКЛ_20260618.png,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_tf_РемизовКЛ_20260618.log,EVIDENCE,LR_03,main,Лог Terraform apply,02_evidence/VKC_LR_03_monitoring_tf_РемизовКЛ_20260618.log,VKC_LR_03_monitoring_REPORT_РемизовКЛ_20260618.md,final,
VKC_LR_03_monitoring_main_РемизовКЛ_20260618.tf,CODE,LR_03,main,Основной файл конфигурации Terraform,03_code/VKC_LR_03_monitoring_main_РемизовКЛ_20260618.tf,,final,
VKC_LR_03_monitoring_variables_РемизовКЛ_20260618.tf,CODE,LR_03,main,Переменные Terraform,03_code/VKC_LR_03_monitoring_variables_РемизовКЛ_20260618.tf,,final,
VKC_LR_03_monitoring_outputs_РемизовКЛ_20260618.tf,CODE,LR_03,main,Выходные переменные Terraform,03_code/VKC_LR_03_monitoring_outputs_РемизовКЛ_20260618.tf,,final,
VKC_PR_M07_01_cicd_REPORT_РемизовКЛ_20260618.md,PR,M07,01,CI/CD с использованием Terraform и GitHub Actions,01_reports/VKC_PR_M07_01_cicd_REPORT_РемизовКЛ_20260618.md,,final,
VKC_PR_M07_01_cicd_workflow_РемизовКЛ_20260618.png,EVIDENCE,M07,01,Визуализация workflow GitHub Actions,02_evidence/VKC_PR_M07_01_cicd_workflow_РемизовКЛ_20260618.png,VKC_PR_M07_01_cicd_REPORT_РемизовКЛ_20260618.md,final,
VKC_PR_M07_01_cicd_terraform_РемизовКЛ_20260618.yml,CODE,M07,01,Workflow GitHub Actions для Terraform,03_code/VKC_PR_M07_01_cicd_terraform_РемизовКЛ_20260618.yml,,final,
VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,REPORT,LR_04,main,CI/CD и GitOps (ЛР4),01_reports/VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,,final,
VKC_LR_04_cicd_gitops_main_РемизовКЛ_20260619.tf,CODE,LR_04,main,Основной файл Terraform,03_code/VKC_LR_04_cicd_gitops_main_РемизовКЛ_20260619.tf,,final,
VKC_LR_04_cicd_gitops_variables_РемизовКЛ_20260619.tf,CODE,LR_04,main,Переменные Terraform,03_code/VKC_LR_04_cicd_gitops_variables_РемизовКЛ_20260619.tf,,final,
VKC_LR_04_cicd_gitops_outputs_РемизовКЛ_20260619.tf,CODE,LR_04,main,Выходные переменные Terraform,03_code/VKC_LR_04_cicd_gitops_outputs_РемизовКЛ_20260619.tf,,final,
VKC_LR_04_cicd_gitops_backend_РемизовКЛ_20260619.tf,CODE,LR_04,main,Настройка бэкенда S3,03_code/VKC_LR_04_cicd_gitops_backend_РемизовКЛ_20260619.tf,,final,
VKC_LR_04_cicd_gitops_deployment_РемизовКЛ_20260619.yaml,CODE,LR_04,main,Манифест Deployment,03_code/VKC_LR_04_cicd_gitops_deployment_РемизовКЛ_20260619.yaml,,final,
VKC_LR_04_cicd_gitops_service_РемизовКЛ_20260619.yaml,CODE,LR_04,main,Манифест Service,03_code/VKC_LR_04_cicd_gitops_service_РемизовКЛ_20260619.yaml,,final,
VKC_LR_04_cicd_gitops_configmap_РемизовКЛ_20260619.yaml,CODE,LR_04,main,Манифест ConfigMap,03_code/VKC_LR_04_cicd_gitops_configmap_РемизовКЛ_20260619.yaml,,final,
VKC_LR_04_cicd_gitops_kustomization_РемизовКЛ_20260619.yaml,CODE,LR_04,main,Манифест Kustomization,03_code/VKC_LR_04_cicd_gitops_kustomization_РемизовКЛ_20260619.yaml,,final,
VKC_LR_04_cicd_gitops_AgroCDsettings_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Настройки ArgoCD,02_evidence/VKC_LR_04_cicd_gitops_AgroCDsettings_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_sync_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Синхронизация ArgoCD (OutOfSync),02_evidence/VKC_LR_04_cicd_gitops_sync_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_SucsessfulSync_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Успешная синхронизация ArgoCD,02_evidence/VKC_LR_04_cicd_gitops_SucsessfulSync_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_networktopology_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Топология сети,02_evidence/VKC_LR_04_cicd_gitops_networktopology_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_k8s_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Кластер Kubernetes,02_evidence/VKC_LR_04_cicd_gitops_k8s_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_s3_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,Бакет S3 с state-файлом,02_evidence/VKC_LR_04_cicd_gitops_s3_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_app-config_РемизовКЛ_20260619.png,EVIDENCE,LR_04,main,ConfigMap приложения,02_evidence/VKC_LR_04_cicd_gitops_app-config_РемизовКЛ_20260619.png,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_LR_04_cicd_gitops_log_РемизовКЛ_20260619.log,EVIDENCE,LR_04,main,Лог выполнения команд (установка ArgoCD),02_evidence/VKC_LR_04_cicd_gitops_log_РемизовКЛ_20260619.log,VKC_LR_04_cicd_gitops_REPORT_РемизовКЛ_20260619.md,final,
VKC_CASE_03_migration_РемизовКЛ_20260619.md,CASE,M08,CASE_03,Анализ и выбор стратегии миграции LAMP-приложения,01_reports/VKC_CASE_03_migration_РемизовКЛ_20260619.md,,final,
VKC_CASE_03_migration_IvanovII_20260619.drawio.png,DIAGRAM,M08,CASE_03,Схема целевой архитектуры интернет-магазина в VK Cloud,04_diagrams/VKC_CASE_03_migration_IvanovII_20260619.drawio.png,,final,
00_manifest.csv,MANIFEST,all,all,Финальный манифест сдачи,00_manifest.csv,,final,
